SVC_DT,n,DIAG,year
1/26/2007,77,487,607
1/27/2007,26,487,607
1/28/2007,39,487,607
1/29/2007,108,487,607
1/30/2007,253,487,607
1/31/2007,206,487,607
2/1/2007,113,487,607
2/2/2007,87,487,607
2/3/2007,38,487,607
2/4/2007,45,487,607
2/5/2007,95,487,607
2/6/2007,74,487,607
2/7/2007,71,487,607
2/8/2007,85,487,607
2/9/2007,79,487,607
2/10/2007,28,487,607
2/11/2007,31,487,607
2/12/2007,102,487,607
2/13/2007,98,487,607
2/14/2007,64,487,607
2/15/2007,105,487,607
2/16/2007,113,487,607
2/17/2007,56,487,607
2/18/2007,55,487,607
2/19/2007,144,487,607
2/20/2007,159,487,607
2/21/2007,109,487,607
2/22/2007,96,487,607
2/23/2007,57,487,607
2/24/2007,58,487,607
2/25/2007,36,487,607
2/26/2007,127,487,607
2/27/2007,160,487,607
2/28/2007,83,487,607
3/1/2007,98,487,607
3/2/2007,94,487,607
3/3/2007,41,487,607
3/4/2007,37,487,607
3/5/2007,137,487,607
3/6/2007,61,487,607
3/7/2007,53,487,607
3/8/2007,66,487,607
3/9/2007,66,487,607
3/10/2007,40,487,607
3/11/2007,43,487,607
3/12/2007,95,487,607
3/13/2007,79,487,607
3/14/2007,73,487,607
3/15/2007,66,487,607
3/16/2007,46,487,607
3/17/2007,48,487,607
3/18/2007,22,487,607
3/19/2007,69,487,607
3/20/2007,59,487,607
3/21/2007,50,487,607
3/22/2007,63,487,607
3/23/2007,48,487,607
3/24/2007,30,487,607
3/25/2007,27,487,607
3/26/2007,54,487,607
3/27/2007,55,487,607
3/28/2007,55,487,607
3/29/2007,51,487,607
3/30/2007,44,487,607
3/31/2007,70,487,607
4/1/2007,19,487,607
4/2/2007,44,487,607
4/3/2007,36,487,607
4/4/2007,27,487,607
4/5/2007,27,487,607
4/6/2007,8,487,607
4/7/2007,15,487,607
4/8/2007,9,487,607
4/9/2007,22,487,607
4/10/2007,36,487,607
4/11/2007,35,487,607
4/12/2007,40,487,607
4/13/2007,30,487,607
4/14/2007,11,487,607
4/15/2007,14,487,607
4/16/2007,44,487,607
4/17/2007,33,487,607
4/18/2007,26,487,607
4/19/2007,25,487,607
4/20/2007,26,487,607
4/21/2007,21,487,607
4/22/2007,13,487,607
4/23/2007,44,487,607
4/24/2007,42,487,607
4/25/2007,15,487,607
4/26/2007,27,487,607
4/27/2007,20,487,607
4/28/2007,11,487,607
4/29/2007,12,487,607
4/30/2007,48,487,607
5/1/2007,39,487,607
5/2/2007,25,487,607
5/3/2007,31,487,607
5/4/2007,25,487,607
5/5/2007,10,487,607
5/6/2007,15,487,607
5/7/2007,39,487,607
5/8/2007,27,487,607
5/9/2007,26,487,607
5/10/2007,21,487,607
5/11/2007,21,487,607
5/12/2007,14,487,607
5/13/2007,7,487,607
5/14/2007,30,487,607
5/15/2007,20,487,607
5/16/2007,19,487,607
5/17/2007,25,487,607
5/18/2007,14,487,607
5/19/2007,10,487,607
5/20/2007,10,487,607
5/22/2007,20,487,607
5/23/2007,22,487,607
5/24/2007,23,487,607
5/25/2007,19,487,607
5/26/2007,13,487,607
5/27/2007,5,487,607
5/28/2007,27,487,607
5/29/2007,26,487,607
5/30/2007,34,487,607
5/31/2007,15,487,607
6/1/2007,17,487,607
6/2/2007,11,487,607
6/3/2007,17,487,607
6/4/2007,33,487,607
6/5/2007,15,487,607
6/6/2007,30,487,607
6/7/2007,22,487,607
6/8/2007,14,487,607
6/9/2007,14,487,607
6/10/2007,11,487,607
6/11/2007,21,487,607
6/12/2007,27,487,607
6/13/2007,29,487,607
6/14/2007,23,487,607
6/15/2007,27,487,607
6/16/2007,20,487,607
6/18/2007,37,487,607
6/19/2007,20,487,607
6/20/2007,17,487,607
6/21/2007,20,487,607
6/22/2007,11,487,607
6/23/2007,8,487,607
6/24/2007,8,487,607
6/25/2007,33,487,607
6/26/2007,16,487,607
6/27/2007,25,487,607
6/28/2007,20,487,607
6/29/2007,10,487,607
6/30/2007,9,487,607
7/1/2007,233,460,708
7/2/2007,217,460,708
7/3/2007,955,460,708
7/4/2007,847,460,708
7/5/2007,887,460,708
7/6/2007,677,460,708
7/7/2007,441,460,708
7/8/2007,190,460,708
7/9/2007,830,460,708
7/10/2007,834,460,708
7/11/2007,707,460,708
7/12/2007,814,460,708
7/13/2007,661,460,708
7/14/2007,342,460,708
7/15/2007,210,460,708
7/16/2007,945,460,708
7/17/2007,836,460,708
7/18/2007,646,460,708
7/19/2007,760,460,708
7/20/2007,594,460,708
7/21/2007,296,460,708
7/22/2007,220,460,708
7/23/2007,886,460,708
7/24/2007,762,460,708
7/25/2007,627,460,708
7/26/2007,775,460,708
7/27/2007,608,460,708
7/28/2007,281,460,708
7/29/2007,225,460,708
7/30/2007,778,460,708
7/31/2007,703,460,708
8/1/2007,636,460,708
8/2/2007,710,460,708
8/3/2007,523,460,708
8/4/2007,312,460,708
8/5/2007,215,460,708
8/6/2007,161,460,708
8/7/2007,927,460,708
8/8/2007,652,460,708
8/9/2007,769,460,708
8/10/2007,610,460,708
8/11/2007,339,460,708
8/12/2007,167,460,708
8/13/2007,753,460,708
8/14/2007,749,460,708
8/15/2007,646,460,708
8/16/2007,736,460,708
8/17/2007,632,460,708
8/18/2007,393,460,708
8/19/2007,206,460,708
8/20/2007,928,460,708
8/21/2007,790,460,708
8/22/2007,713,460,708
8/23/2007,826,460,708
8/24/2007,560,460,708
8/25/2007,418,460,708
8/26/2007,181,460,708
8/27/2007,865,460,708
8/28/2007,785,460,708
8/29/2007,769,460,708
8/30/2007,866,460,708
8/31/2007,686,460,708
9/1/2007,316,460,708
9/2/2007,249,460,708
9/3/2007,192,460,708
9/4/2007,1090,460,708
9/5/2007,889,460,708
9/6/2007,937,460,708
9/7/2007,820,460,708
9/8/2007,420,460,708
9/9/2007,294,460,708
9/10/2007,1080,460,708
9/11/2007,1012,460,708
9/12/2007,886,460,708
9/13/2007,1035,460,708
9/14/2007,914,460,708
9/15/2007,545,460,708
9/16/2007,411,460,708
9/17/2007,1553,460,708
9/18/2007,1481,460,708
9/19/2007,1251,460,708
9/20/2007,1371,460,708
9/21/2007,1202,460,708
9/22/2007,667,460,708
9/23/2007,430,460,708
9/24/2007,1783,460,708
9/25/2007,1495,460,708
9/26/2007,1213,460,708
9/27/2007,1441,460,708
9/28/2007,1115,460,708
9/29/2007,697,460,708
9/30/2007,394,460,708
10/1/2007,1789,460,708
10/2/2007,1543,460,708
10/3/2007,1305,460,708
10/4/2007,1396,460,708
10/5/2007,1135,460,708
10/6/2007,614,460,708
10/7/2007,413,460,708
10/8/2007,285,460,708
10/9/2007,1692,460,708
10/10/2007,1381,460,708
10/11/2007,1476,460,708
10/12/2007,1229,460,708
10/13/2007,747,460,708
10/14/2007,452,460,708
10/15/2007,1911,460,708
10/16/2007,1615,460,708
10/17/2007,1321,460,708
10/18/2007,1439,460,708
10/19/2007,1181,460,708
10/20/2007,739,460,708
10/21/2007,424,460,708
10/22/2007,1712,460,708
10/23/2007,1517,460,708
10/24/2007,1303,460,708
10/25/2007,1554,460,708
10/26/2007,1230,460,708
10/27/2007,748,460,708
10/28/2007,425,460,708
10/29/2007,1908,460,708
10/30/2007,1794,460,708
10/31/2007,1262,460,708
11/1/2007,1649,460,708
11/2/2007,1441,460,708
11/3/2007,866,460,708
11/4/2007,510,460,708
11/5/2007,2064,460,708
11/6/2007,1845,460,708
11/7/2007,1697,460,708
11/8/2007,1803,460,708
11/9/2007,1436,460,708
11/10/2007,864,460,708
11/11/2007,497,460,708
11/12/2007,2102,460,708
11/13/2007,1916,460,708
11/14/2007,1673,460,708
11/15/2007,1838,460,708
11/16/2007,1536,460,708
11/17/2007,864,460,708
11/18/2007,509,460,708
11/19/2007,2161,460,708
11/20/2007,1951,460,708
11/21/2007,1544,460,708
11/22/2007,1431,460,708
11/23/2007,1362,460,708
11/24/2007,835,460,708
11/25/2007,508,460,708
11/26/2007,2209,460,708
11/27/2007,1857,460,708
11/28/2007,1507,460,708
11/29/2007,1663,460,708
11/30/2007,1485,460,708
12/1/2007,801,460,708
12/2/2007,390,460,708
12/3/2007,1906,460,708
12/4/2007,1812,460,708
12/5/2007,1648,460,708
12/6/2007,1798,460,708
12/7/2007,1458,460,708
12/8/2007,859,460,708
12/9/2007,503,460,708
12/10/2007,2195,460,708
12/11/2007,1778,460,708
12/12/2007,1669,460,708
12/13/2007,1797,460,708
12/14/2007,1494,460,708
12/15/2007,899,460,708
12/16/2007,304,460,708
12/17/2007,2076,460,708
12/18/2007,1928,460,708
12/19/2007,1832,460,708
12/20/2007,1855,460,708
12/21/2007,1527,460,708
12/22/2007,1061,460,708
12/23/2007,733,460,708
12/24/2007,1100,460,708
12/25/2007,295,460,708
12/26/2007,705,460,708
12/27/2007,2126,460,708
12/28/2007,1882,460,708
12/29/2007,1201,460,708
12/30/2007,925,460,708
12/31/2007,1608,460,708
1/1/2008,393,460,708
1/2/2008,2554,460,708
1/3/2008,2642,460,708
1/4/2008,2206,460,708
1/5/2008,1213,460,708
1/6/2008,680,460,708
1/7/2008,2663,460,708
1/8/2008,2373,460,708
1/9/2008,1724,460,708
1/10/2008,2036,460,708
1/11/2008,1586,460,708
1/12/2008,904,460,708
1/13/2008,467,460,708
1/14/2008,2113,460,708
1/15/2008,1808,460,708
1/16/2008,1640,460,708
1/17/2008,1755,460,708
1/18/2008,1532,460,708
1/19/2008,856,460,708
1/20/2008,534,460,708
1/21/2008,2056,460,708
1/22/2008,1806,460,708
1/23/2008,1643,460,708
1/24/2008,1878,460,708
1/25/2008,1588,460,708
1/26/2008,908,460,708
1/27/2008,608,460,708
1/28/2008,2321,460,708
1/29/2008,2081,460,708
1/30/2008,1658,460,708
1/31/2008,1994,460,708
2/1/2008,992,460,708
2/2/2008,1010,460,708
2/3/2008,601,460,708
2/4/2008,2486,460,708
2/5/2008,2261,460,708
2/6/2008,1508,460,708
2/7/2008,1645,460,708
2/8/2008,1759,460,708
2/9/2008,914,460,708
2/10/2008,580,460,708
2/11/2008,2261,460,708
2/12/2008,1870,460,708
2/13/2008,1639,460,708
2/14/2008,1840,460,708
2/15/2008,1588,460,708
2/16/2008,951,460,708
2/17/2008,658,460,708
2/18/2008,725,460,708
2/19/2008,2409,460,708
2/20/2008,1931,460,708
2/21/2008,1978,460,708
2/22/2008,1748,460,708
2/23/2008,964,460,708
2/24/2008,602,460,708
2/25/2008,2420,460,708
2/26/2008,1856,460,708
2/27/2008,1746,460,708
2/28/2008,1968,460,708
2/29/2008,1605,460,708
3/1/2008,906,460,708
3/2/2008,626,460,708
3/3/2008,2308,460,708
3/4/2008,2035,460,708
3/5/2008,1463,460,708
3/6/2008,2040,460,708
3/7/2008,1675,460,708
3/8/2008,647,460,708
3/9/2008,557,460,708
3/10/2008,2159,460,708
3/11/2008,1869,460,708
3/12/2008,1592,460,708
3/13/2008,1781,460,708
3/14/2008,1516,460,708
3/15/2008,959,460,708
3/16/2008,613,460,708
3/17/2008,2195,460,708
3/18/2008,1979,460,708
3/19/2008,1705,460,708
3/20/2008,1977,460,708
3/21/2008,501,460,708
3/22/2008,1014,460,708
3/23/2008,456,460,708
3/24/2008,1786,460,708
3/25/2008,2159,460,708
3/26/2008,1945,460,708
3/27/2008,2058,460,708
3/28/2008,1732,460,708
3/29/2008,1012,460,708
3/30/2008,678,460,708
3/31/2008,2391,460,708
4/1/2008,1444,460,708
4/2/2008,1274,460,708
4/3/2008,1322,460,708
4/4/2008,1195,460,708
4/5/2008,762,460,708
4/6/2008,402,460,708
4/7/2008,1773,460,708
4/8/2008,1481,460,708
4/9/2008,1177,460,708
4/10/2008,1393,460,708
4/11/2008,1162,460,708
4/12/2008,630,460,708
4/13/2008,404,460,708
4/14/2008,1621,460,708
4/15/2008,1457,460,708
4/16/2008,1283,460,708
4/17/2008,1334,460,708
4/18/2008,1112,460,708
4/19/2008,621,460,708
4/20/2008,408,460,708
4/21/2008,1503,460,708
4/22/2008,1270,460,708
4/23/2008,1072,460,708
4/24/2008,1189,460,708
4/25/2008,1061,460,708
4/26/2008,629,460,708
4/27/2008,308,460,708
4/28/2008,1394,460,708
4/29/2008,1304,460,708
4/30/2008,1013,460,708
5/1/2008,1069,460,708
5/2/2008,971,460,708
5/3/2008,464,460,708
5/4/2008,322,460,708
5/5/2008,1413,460,708
5/6/2008,1120,460,708
5/7/2008,996,460,708
5/8/2008,1059,460,708
5/9/2008,936,460,708
5/10/2008,521,460,708
5/11/2008,325,460,708
5/12/2008,1433,460,708
5/13/2008,1150,460,708
5/14/2008,1070,460,708
5/15/2008,1098,460,708
5/16/2008,887,460,708
5/17/2008,559,460,708
5/18/2008,372,460,708
5/19/2008,317,460,708
5/20/2008,1433,460,708
5/21/2008,1111,460,708
5/22/2008,1189,460,708
5/23/2008,994,460,708
5/24/2008,486,460,708
5/25/2008,340,460,708
5/26/2008,1281,460,708
5/27/2008,1066,460,708
5/28/2008,939,460,708
5/29/2008,1029,460,708
5/30/2008,898,460,708
5/31/2008,471,460,708
6/1/2008,290,460,708
6/2/2008,1212,460,708
6/3/2008,1003,460,708
6/4/2008,883,460,708
6/5/2008,948,460,708
6/6/2008,711,460,708
6/7/2008,393,460,708
6/8/2008,275,460,708
6/9/2008,1022,460,708
6/10/2008,941,460,708
6/11/2008,841,460,708
6/12/2008,953,460,708
6/13/2008,776,460,708
6/14/2008,478,460,708
6/15/2008,234,460,708
6/16/2008,1096,460,708
6/17/2008,959,460,708
6/18/2008,834,460,708
6/19/2008,947,460,708
6/20/2008,764,460,708
6/21/2008,414,460,708
6/22/2008,287,460,708
6/23/2008,1014,460,708
6/24/2008,921,460,708
6/25/2008,868,460,708
6/26/2008,846,460,708
6/27/2008,760,460,708
6/28/2008,457,460,708
6/29/2008,248,460,708
6/30/2008,890,460,708
7/1/2007,33,461,708
7/2/2007,43,461,708
7/3/2007,261,461,708
7/4/2007,171,461,708
7/5/2007,188,461,708
7/6/2007,130,461,708
7/7/2007,72,461,708
7/8/2007,47,461,708
7/9/2007,183,461,708
7/10/2007,167,461,708
7/11/2007,138,461,708
7/12/2007,185,461,708
7/13/2007,128,461,708
7/14/2007,56,461,708
7/15/2007,48,461,708
7/16/2007,198,461,708
7/17/2007,163,461,708
7/18/2007,118,461,708
7/19/2007,143,461,708
7/20/2007,133,461,708
7/21/2007,57,461,708
7/22/2007,38,461,708
7/23/2007,191,461,708
7/24/2007,177,461,708
7/25/2007,146,461,708
7/26/2007,154,461,708
7/27/2007,100,461,708
7/28/2007,36,461,708
7/29/2007,36,461,708
7/30/2007,174,461,708
7/31/2007,160,461,708
8/1/2007,128,461,708
8/2/2007,149,461,708
8/3/2007,84,461,708
8/4/2007,34,461,708
8/5/2007,30,461,708
8/6/2007,27,461,708
8/7/2007,172,461,708
8/8/2007,150,461,708
8/9/2007,158,461,708
8/10/2007,82,461,708
8/11/2007,42,461,708
8/12/2007,56,461,708
8/13/2007,197,461,708
8/14/2007,151,461,708
8/15/2007,178,461,708
8/16/2007,188,461,708
8/17/2007,92,461,708
8/18/2007,61,461,708
8/19/2007,25,461,708
8/20/2007,161,461,708
8/21/2007,192,461,708
8/22/2007,151,461,708
8/23/2007,169,461,708
8/24/2007,107,461,708
8/25/2007,45,461,708
8/26/2007,35,461,708
8/27/2007,161,461,708
8/28/2007,165,461,708
8/29/2007,89,461,708
8/30/2007,149,461,708
8/31/2007,118,461,708
9/1/2007,41,461,708
9/2/2007,40,461,708
9/3/2007,38,461,708
9/4/2007,239,461,708
9/5/2007,190,461,708
9/6/2007,241,461,708
9/7/2007,161,461,708
9/8/2007,49,461,708
9/9/2007,49,461,708
9/10/2007,209,461,708
9/11/2007,210,461,708
9/12/2007,172,461,708
9/13/2007,200,461,708
9/14/2007,136,461,708
9/15/2007,76,461,708
9/16/2007,34,461,708
9/17/2007,233,461,708
9/18/2007,258,461,708
9/19/2007,169,461,708
9/20/2007,242,461,708
9/21/2007,177,461,708
9/22/2007,77,461,708
9/23/2007,82,461,708
9/24/2007,273,461,708
9/25/2007,276,461,708
9/26/2007,235,461,708
9/27/2007,223,461,708
9/28/2007,169,461,708
9/29/2007,67,461,708
9/30/2007,70,461,708
10/1/2007,299,461,708
10/2/2007,236,461,708
10/3/2007,222,461,708
10/4/2007,248,461,708
10/5/2007,167,461,708
10/6/2007,100,461,708
10/7/2007,37,461,708
10/8/2007,44,461,708
10/9/2007,278,461,708
10/10/2007,233,461,708
10/11/2007,280,461,708
10/12/2007,185,461,708
10/13/2007,112,461,708
10/14/2007,59,461,708
10/15/2007,292,461,708
10/16/2007,230,461,708
10/17/2007,204,461,708
10/18/2007,233,461,708
10/19/2007,176,461,708
10/20/2007,101,461,708
10/21/2007,53,461,708
10/22/2007,240,461,708
10/23/2007,258,461,708
10/24/2007,208,461,708
10/25/2007,249,461,708
10/26/2007,176,461,708
10/27/2007,94,461,708
10/28/2007,52,461,708
10/29/2007,254,461,708
10/30/2007,291,461,708
10/31/2007,210,461,708
11/1/2007,250,461,708
11/2/2007,193,461,708
11/3/2007,102,461,708
11/4/2007,62,461,708
11/5/2007,319,461,708
11/6/2007,251,461,708
11/7/2007,243,461,708
11/8/2007,243,461,708
11/9/2007,204,461,708
11/10/2007,77,461,708
11/11/2007,50,461,708
11/12/2007,309,461,708
11/13/2007,320,461,708
11/14/2007,286,461,708
11/15/2007,239,461,708
11/16/2007,203,461,708
11/17/2007,99,461,708
11/18/2007,69,461,708
11/19/2007,322,461,708
11/20/2007,259,461,708
11/21/2007,240,461,708
11/22/2007,250,461,708
11/23/2007,213,461,708
11/24/2007,120,461,708
11/25/2007,52,461,708
11/26/2007,275,461,708
11/27/2007,289,461,708
11/28/2007,249,461,708
11/29/2007,222,461,708
11/30/2007,195,461,708
12/1/2007,81,461,708
12/2/2007,49,461,708
12/3/2007,262,461,708
12/4/2007,265,461,708
12/5/2007,252,461,708
12/6/2007,294,461,708
12/7/2007,195,461,708
12/8/2007,84,461,708
12/9/2007,65,461,708
12/10/2007,278,461,708
12/11/2007,273,461,708
12/12/2007,215,461,708
12/13/2007,271,461,708
12/14/2007,234,461,708
12/15/2007,115,461,708
12/16/2007,46,461,708
12/17/2007,341,461,708
12/18/2007,298,461,708
12/19/2007,297,461,708
12/20/2007,265,461,708
12/21/2007,207,461,708
12/22/2007,122,461,708
12/23/2007,104,461,708
12/24/2007,147,461,708
12/25/2007,27,461,708
12/26/2007,95,461,708
12/27/2007,282,461,708
12/28/2007,263,461,708
12/29/2007,128,461,708
12/30/2007,107,461,708
12/31/2007,192,461,708
1/1/2008,38,461,708
1/2/2008,358,461,708
1/3/2008,379,461,708
1/4/2008,293,461,708
1/5/2008,143,461,708
1/6/2008,75,461,708
1/7/2008,379,461,708
1/8/2008,322,461,708
1/9/2008,296,461,708
1/10/2008,314,461,708
1/11/2008,263,461,708
1/12/2008,126,461,708
1/13/2008,73,461,708
1/14/2008,335,461,708
1/15/2008,311,461,708
1/16/2008,264,461,708
1/17/2008,306,461,708
1/18/2008,240,461,708
1/19/2008,115,461,708
1/20/2008,64,461,708
1/21/2008,318,461,708
1/22/2008,267,461,708
1/23/2008,283,461,708
1/24/2008,292,461,708
1/25/2008,226,461,708
1/26/2008,99,461,708
1/27/2008,78,461,708
1/28/2008,365,461,708
1/29/2008,345,461,708
1/30/2008,216,461,708
1/31/2008,316,461,708
2/1/2008,166,461,708
2/2/2008,117,461,708
2/3/2008,100,461,708
2/4/2008,348,461,708
2/5/2008,384,461,708
2/6/2008,240,461,708
2/7/2008,299,461,708
2/8/2008,250,461,708
2/9/2008,98,461,708
2/10/2008,82,461,708
2/11/2008,330,461,708
2/12/2008,310,461,708
2/13/2008,251,461,708
2/14/2008,325,461,708
2/15/2008,247,461,708
2/16/2008,117,461,708
2/17/2008,73,461,708
2/18/2008,88,461,708
2/19/2008,312,461,708
2/20/2008,250,461,708
2/21/2008,310,461,708
2/22/2008,245,461,708
2/23/2008,130,461,708
2/24/2008,75,461,708
2/25/2008,339,461,708
2/26/2008,305,461,708
2/27/2008,286,461,708
2/28/2008,274,461,708
2/29/2008,231,461,708
3/1/2008,121,461,708
3/2/2008,89,461,708
3/3/2008,368,461,708
3/4/2008,315,461,708
3/5/2008,256,461,708
3/6/2008,328,461,708
3/7/2008,246,461,708
3/8/2008,97,461,708
3/9/2008,54,461,708
3/10/2008,309,461,708
3/11/2008,291,461,708
3/12/2008,233,461,708
3/13/2008,308,461,708
3/14/2008,212,461,708
3/15/2008,123,461,708
3/16/2008,64,461,708
3/17/2008,378,461,708
3/18/2008,315,461,708
3/19/2008,254,461,708
3/20/2008,251,461,708
3/21/2008,60,461,708
3/22/2008,112,461,708
3/23/2008,56,461,708
3/24/2008,236,461,708
3/25/2008,353,461,708
3/26/2008,262,461,708
3/27/2008,339,461,708
3/28/2008,221,461,708
3/29/2008,127,461,708
3/30/2008,77,461,708
3/31/2008,345,461,708
4/1/2008,248,461,708
4/2/2008,177,461,708
4/3/2008,215,461,708
4/4/2008,161,461,708
4/5/2008,95,461,708
4/6/2008,60,461,708
4/7/2008,229,461,708
4/8/2008,202,461,708
4/9/2008,179,461,708
4/10/2008,196,461,708
4/11/2008,168,461,708
4/12/2008,52,461,708
4/13/2008,60,461,708
4/14/2008,273,461,708
4/15/2008,203,461,708
4/16/2008,208,461,708
4/17/2008,191,461,708
4/18/2008,167,461,708
4/19/2008,75,461,708
4/20/2008,54,461,708
4/21/2008,241,461,708
4/22/2008,222,461,708
4/23/2008,169,461,708
4/24/2008,201,461,708
4/25/2008,154,461,708
4/26/2008,83,461,708
4/27/2008,42,461,708
4/28/2008,198,461,708
4/29/2008,158,461,708
4/30/2008,152,461,708
5/1/2008,172,461,708
5/2/2008,147,461,708
5/3/2008,60,461,708
5/4/2008,31,461,708
5/5/2008,182,461,708
5/6/2008,185,461,708
5/7/2008,143,461,708
5/8/2008,175,461,708
5/9/2008,136,461,708
5/10/2008,58,461,708
5/11/2008,44,461,708
5/12/2008,181,461,708
5/13/2008,200,461,708
5/14/2008,135,461,708
5/15/2008,146,461,708
5/16/2008,155,461,708
5/17/2008,40,461,708
5/18/2008,44,461,708
5/19/2008,37,461,708
5/20/2008,196,461,708
5/21/2008,174,461,708
5/22/2008,173,461,708
5/23/2008,102,461,708
5/24/2008,45,461,708
5/25/2008,37,461,708
5/26/2008,156,461,708
5/27/2008,139,461,708
5/28/2008,150,461,708
5/29/2008,175,461,708
5/30/2008,132,461,708
5/31/2008,51,461,708
6/1/2008,38,461,708
6/2/2008,147,461,708
6/3/2008,146,461,708
6/4/2008,130,461,708
6/5/2008,146,461,708
6/6/2008,108,461,708
6/7/2008,40,461,708
6/8/2008,40,461,708
6/9/2008,151,461,708
6/10/2008,136,461,708
6/11/2008,111,461,708
6/12/2008,122,461,708
6/13/2008,104,461,708
6/14/2008,26,461,708
6/15/2008,46,461,708
6/16/2008,153,461,708
6/17/2008,131,461,708
6/18/2008,112,461,708
6/19/2008,130,461,708
6/20/2008,124,461,708
6/21/2008,45,461,708
6/22/2008,27,461,708
6/23/2008,137,461,708
6/24/2008,133,461,708
6/25/2008,98,461,708
6/26/2008,116,461,708
6/27/2008,82,461,708
6/28/2008,36,461,708
6/29/2008,37,461,708
6/30/2008,90,461,708
7/1/2007,33,463,708
7/2/2007,37,463,708
7/3/2007,130,463,708
7/4/2007,106,463,708
7/5/2007,99,463,708
7/6/2007,89,463,708
7/7/2007,56,463,708
7/8/2007,36,463,708
7/9/2007,127,463,708
7/10/2007,95,463,708
7/11/2007,83,463,708
7/12/2007,131,463,708
7/13/2007,61,463,708
7/14/2007,54,463,708
7/15/2007,48,463,708
7/16/2007,90,463,708
7/17/2007,92,463,708
7/18/2007,69,463,708
7/19/2007,92,463,708
7/20/2007,53,463,708
7/21/2007,34,463,708
7/22/2007,47,463,708
7/23/2007,96,463,708
7/24/2007,78,463,708
7/25/2007,67,463,708
7/26/2007,81,463,708
7/27/2007,71,463,708
7/28/2007,39,463,708
7/29/2007,39,463,708
7/30/2007,81,463,708
7/31/2007,86,463,708
8/1/2007,78,463,708
8/2/2007,99,463,708
8/3/2007,78,463,708
8/4/2007,66,463,708
8/5/2007,45,463,708
8/6/2007,40,463,708
8/7/2007,101,463,708
8/8/2007,107,463,708
8/9/2007,82,463,708
8/10/2007,71,463,708
8/11/2007,42,463,708
8/12/2007,34,463,708
8/13/2007,81,463,708
8/14/2007,93,463,708
8/15/2007,104,463,708
8/16/2007,89,463,708
8/17/2007,69,463,708
8/18/2007,69,463,708
8/19/2007,41,463,708
8/20/2007,105,463,708
8/21/2007,73,463,708
8/22/2007,113,463,708
8/23/2007,85,463,708
8/24/2007,85,463,708
8/25/2007,55,463,708
8/26/2007,53,463,708
8/27/2007,84,463,708
8/28/2007,85,463,708
8/29/2007,112,463,708
8/30/2007,84,463,708
8/31/2007,57,463,708
9/1/2007,42,463,708
9/2/2007,43,463,708
9/3/2007,30,463,708
9/4/2007,112,463,708
9/5/2007,89,463,708
9/6/2007,72,463,708
9/7/2007,78,463,708
9/8/2007,40,463,708
9/9/2007,40,463,708
9/10/2007,111,463,708
9/11/2007,110,463,708
9/12/2007,94,463,708
9/13/2007,84,463,708
9/14/2007,96,463,708
9/15/2007,46,463,708
9/16/2007,59,463,708
9/17/2007,148,463,708
9/18/2007,119,463,708
9/19/2007,97,463,708
9/20/2007,118,463,708
9/21/2007,89,463,708
9/22/2007,50,463,708
9/23/2007,42,463,708
9/24/2007,97,463,708
9/25/2007,112,463,708
9/26/2007,82,463,708
9/27/2007,102,463,708
9/28/2007,64,463,708
9/29/2007,47,463,708
9/30/2007,33,463,708
10/1/2007,144,463,708
10/2/2007,93,463,708
10/3/2007,119,463,708
10/4/2007,92,463,708
10/5/2007,78,463,708
10/6/2007,64,463,708
10/7/2007,43,463,708
10/8/2007,24,463,708
10/9/2007,93,463,708
10/10/2007,94,463,708
10/11/2007,88,463,708
10/12/2007,84,463,708
10/13/2007,58,463,708
10/14/2007,45,463,708
10/15/2007,145,463,708
10/16/2007,133,463,708
10/17/2007,131,463,708
10/18/2007,127,463,708
10/19/2007,84,463,708
10/20/2007,32,463,708
10/21/2007,51,463,708
10/22/2007,131,463,708
10/23/2007,105,463,708
10/24/2007,97,463,708
10/25/2007,99,463,708
10/26/2007,83,463,708
10/27/2007,65,463,708
10/28/2007,47,463,708
10/29/2007,123,463,708
10/30/2007,117,463,708
10/31/2007,108,463,708
11/1/2007,107,463,708
11/2/2007,77,463,708
11/3/2007,55,463,708
11/4/2007,40,463,708
11/5/2007,174,463,708
11/6/2007,115,463,708
11/7/2007,96,463,708
11/8/2007,102,463,708
11/9/2007,110,463,708
11/10/2007,59,463,708
11/11/2007,43,463,708
11/12/2007,129,463,708
11/13/2007,124,463,708
11/14/2007,124,463,708
11/15/2007,128,463,708
11/16/2007,115,463,708
11/17/2007,69,463,708
11/18/2007,41,463,708
11/19/2007,109,463,708
11/20/2007,100,463,708
11/21/2007,96,463,708
11/22/2007,114,463,708
11/23/2007,69,463,708
11/24/2007,57,463,708
11/25/2007,26,463,708
11/26/2007,116,463,708
11/27/2007,94,463,708
11/28/2007,116,463,708
11/29/2007,108,463,708
11/30/2007,86,463,708
12/1/2007,45,463,708
12/2/2007,26,463,708
12/3/2007,112,463,708
12/4/2007,95,463,708
12/5/2007,116,463,708
12/6/2007,101,463,708
12/7/2007,120,463,708
12/8/2007,55,463,708
12/9/2007,42,463,708
12/10/2007,146,463,708
12/11/2007,96,463,708
12/12/2007,99,463,708
12/13/2007,124,463,708
12/14/2007,103,463,708
12/15/2007,56,463,708
12/16/2007,28,463,708
12/17/2007,136,463,708
12/18/2007,135,463,708
12/19/2007,94,463,708
12/20/2007,122,463,708
12/21/2007,108,463,708
12/22/2007,55,463,708
